pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.3977585000102408,None,0,0,0,0,,,,,0.014580999995814636,,0.010952899989206344,0.014580999995814636,1.0082519999996293,1.0082519999996293,1.0082519999996293,1.0082519999996293,1.0248302999825682,2.0076047999900766,2.0076047999900766,2.4146234999934677,x,1,0.3977585000102408,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,1,1,0,v,1,0.5032869999995455,None,0,1,1,1,,,,,2.4242450000019744,,2.4150955000077374,2.4242450000019744,3.425108800001908,3.425108800001908,3.425108800001908,3.425108800001908,3.425108800001908,4.42498759998125,4.42498759998125,4.942996800004039,v,1,0.5032869999995455,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,2,2,0,c,1,0.6553325999993831,None,0,2,2,2,,,,,4.958376299997326,,4.943951900000684,4.958376299997326,5.958199999993667,5.958199999993667,5.958199999993667,5.958199999993667,5.958199999993667,6.957993899995927,6.957993899995927,7.625544499984244,c,1,0.6553325999993831,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,3,3,0,z,1,0.4986903000099119,None,0,3,3,3,,,,,7.641411299991887,,7.62596959999064,7.641411299991887,8.626034899993101,8.626034899993101,8.626034899993101,8.626034899993101,8.641736699995818,9.625104399980046,9.625104399980046,10.125546800001757,z,1,0.4986903000099119,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,4,0,1,x,1,0.5430171000189148,None,1,0,4,0,,,,,10.141443400003482,,10.12618749999092,10.141443400003482,11.124406599992653,11.124406599992653,11.124406599992653,11.124406599992653,11.141417899983935,12.14172059998964,12.14172059998964,12.692297300003702,x,1,0.5430171000189148,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,5,1,1,v,1,0.4353242999932263,None,1,1,5,1,,,,,12.708223699999508,,12.6929361000075,12.708223699999508,13.708251400006702,13.708251400006702,13.708251400006702,13.708251400006702,13.708251400006702,14.70819509998546,14.70819509998546,15.159803999995347,v,1,0.4353242999932263,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,6,2,1,c,1,0.6622745999775361,None,1,2,6,2,,,,,15.174968300008914,,15.160383399983402,15.174968300008914,16.174716099980287,16.174716099980287,16.174716099980287,16.174716099980287,16.174716099980287,17.175062700000126,17.175062700000126,17.84293769998476,c,1,0.6622745999775361,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,7,3,1,z,1,0.7320804999908432,None,1,3,7,3,,,,,17.858042699983343,,17.843981899990467,17.858042699983343,18.859342899988405,18.859342899988405,18.859342899988405,18.859342899988405,18.859342899988405,19.8577444999828,19.8577444999828,20.59254320000764,z,1,0.7320804999908432,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,8,0,2,x,1,0.4307192000269424,None,2,0,8,0,,,,,20.607956499996362,,20.59348399998271,20.607956499996362,21.608232300000964,21.608232300000964,21.608232300000964,21.608232300000964,21.608232300000964,22.59114760000375,22.59114760000375,23.025791199994273,x,1,0.4307192000269424,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,9,1,2,v,1,0.39871259999927133,None,2,1,9,1,,,,,23.04174499999499,,23.026524899993092,23.04174499999499,24.041493199998513,24.041493199998513,24.041493199998513,24.041493199998513,24.041493199998513,25.041652599989902,25.041652599989902,25.442022400005953,v,1,0.39871259999927133,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,10,2,2,c,1,0.5435005000035744,None,2,2,10,2,,,,,25.457730599999195,,25.442641400004504,25.457730599999195,26.457949100004043,26.457949100004043,26.457949100004043,26.457949100004043,26.457949100004043,27.44169310000143,27.44169310000143,27.992311699985294,c,1,0.5435005000035744,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,11,3,2,z,1,0.4308098999899812,None,2,3,11,3,,,,,28.00812029998633,,27.992994900007034,28.00812029998633,29.00810839998303,29.00810839998303,29.00810839998303,29.00810839998303,29.00810839998303,30.008052199991653,30.008052199991653,30.441848599992227,z,1,0.4308098999899812,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,12,0,3,x,1,0.4664022999932058,None,3,0,12,0,,,,,30.458125899982406,,30.44221059998381,30.458125899982406,31.441862200008472,31.441862200008472,31.441862200008472,31.441862200008472,31.457785599981435,32.441312699986156,32.441312699986156,32.90920449999976,x,1,0.4664022999932058,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,13,1,3,v,1,1.1339043999905698,None,3,1,13,1,,,,,32.92475179999019,,32.90983809999307,32.92475179999019,33.90831609998713,33.90831609998713,33.90831609998713,33.90831609998713,33.92461899999762,34.924536599981366,34.924536599981366,36.07569080000394,v,1,1.1339043999905698,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,14,2,3,c,1,0.5860685000079684,None,3,2,14,2,,,,,36.09142330000759,,36.07626080000773,36.09142330000759,37.091213100007735,37.091213100007735,37.091213100007735,37.091213100007735,37.091213100007735,38.091788499994436,38.091788499994436,38.69187929999316,c,1,0.5860685000079684,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,15,3,3,z,1,0.67907529999502,None,3,3,15,3,,,,,38.707762400008505,,38.69231710000895,38.707762400008505,39.691545399982715,39.691545399982715,39.691545399982715,39.691545399982715,39.70791830000235,40.69178480000119,40.69178480000119,41.37518149998505,z,1,0.67907529999502,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,16,0,4,x,1,0.4836304000054952,None,4,0,16,0,,,,,41.391636599990306,,41.37567619999754,41.391636599990306,42.374421599990455,42.374421599990455,42.374421599990455,42.374421599990455,42.39187239998137,43.37494019998121,43.37494019998121,43.86021779998555,x,1,0.4836304000054952,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,17,1,4,v,1,0.48965170001611114,None,4,1,17,1,,,,,43.87525499999174,,43.86086479999358,43.87525499999174,44.874634299980244,44.874634299980244,44.874634299980244,44.874634299980244,44.874634299980244,45.87437479998334,45.87437479998334,46.37578649999341,v,1,0.48965170001611114,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,18,2,4,c,1,0.6420970000035595,None,4,2,18,2,,,,,46.39134879998164,,46.37623659998644,46.39134879998164,47.39186279999558,47.39186279999558,47.39186279999558,47.39186279999558,47.39186279999558,48.3916906999948,48.3916906999948,49.042863199982094,c,1,0.6420970000035595,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,19,3,4,z,1,0.5508941000152845,None,4,3,19,3,,,,,49.05815269998857,,49.04352899998776,49.05815269998857,50.058356199995615,50.058356199995615,50.058356199995615,50.058356199995615,50.058356199995615,51.0582110999967,51.0582110999967,51.62557679999736,z,1,0.5508941000152845,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,20,0,5,x,1,0.33383290001074784,None,5,0,20,0,,,,,51.64153449999867,,51.62606169999344,51.64153449999867,52.62520079998649,52.62520079998649,52.62520079998649,52.62520079998649,52.641577800008235,53.641439300001366,53.641439300001366,53.976418300007936,x,1,0.33383290001074784,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,21,1,5,v,1,0.753326800011564,None,5,1,21,1,,,,,53.991414799995255,,53.97709820000455,53.991414799995255,54.991382999985944,54.991382999985944,54.991382999985944,54.991382999985944,54.991382999985944,55.991864799987525,55.991864799987525,56.75928389999899,v,1,0.753326800011564,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,22,2,5,c,1,1.1099613000114914,None,5,2,22,2,,,,,56.77483159999247,,56.75988299999153,56.77483159999247,57.75840120000066,57.75840120000066,57.75840120000066,57.75840120000066,57.775230800005374,58.77476490000845,58.77476490000845,59.892310199997155,c,1,1.1099613000114914,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,23,3,5,z,1,0.4367694999964442,None,5,3,23,3,,,,,59.90819580000243,,59.89290839998284,59.90819580000243,60.89188099998864,60.89188099998864,60.89188099998864,60.89188099998864,60.90834379999433,61.908013799984474,61.908013799984474,62.359044899989385,z,1,0.4367694999964442,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,24,0,6,x,1,0.3184612000186462,None,6,0,24,0,,,,,62.374538799980655,,62.35947989998385,62.374538799980655,63.358268099982524,63.358268099982524,63.358268099982524,63.358268099982524,63.37494439998409,64.37493269998231,64.37493269998231,64.70898429999943,x,1,0.3184612000186462,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,25,1,6,v,1,0.6019506999873556,None,6,1,25,1,,,,,64.72492849998525,,64.70941089998814,64.72492849998525,65.70829129999038,65.70829129999038,65.70829129999038,65.70829129999038,65.72456579998834,66.72497939999448,66.72497939999448,67.34176650000154,v,1,0.6019506999873556,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,26,2,6,c,1,0.7010908000229392,None,6,2,26,2,,,,,67.35785490000853,,67.34229239998967,67.35785490000853,68.34182529998361,68.34182529998361,68.34182529998361,68.34182529998361,68.35840919998009,69.34116549999453,69.34116549999453,70.04350519998115,c,1,0.7010908000229392,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,27,3,6,z,1,0.5401807999878656,None,6,3,27,3,,,,,70.05833639999037,,70.04429510000045,70.05833639999037,71.05814809998265,71.05814809998265,71.05814809998265,71.05814809998265,71.05814809998265,72.05839429999469,72.05839429999469,72.608682399994,z,1,0.5401807999878656,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,28,0,7,x,1,0.5878898000228219,None,7,0,28,0,,,,,72.62469009999768,,72.60919200000353,72.62469009999768,73.60800419998122,73.60800419998122,73.60800419998122,73.60800419998122,73.62486529999296,74.60777109998162,74.60777109998162,75.20885920000728,x,1,0.5878898000228219,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,29,1,7,v,1,0.5822259999986272,None,7,1,29,1,,,,,75.22558609998669,,75.20934440000565,75.22558609998669,76.20874420000473,76.20874420000473,76.20874420000473,76.20874420000473,76.22447650000686,77.22487929998897,77.22487929998897,77.80802850000327,v,1,0.5822259999986272,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,30,2,7,c,1,0.6787043000222184,None,7,2,30,2,,,,,77.82431359999464,,77.80845330000739,77.82431359999464,78.80760369999916,78.80760369999916,78.80760369999916,78.80760369999916,78.82433360000141,79.80813299998408,79.80813299998408,80.49326289998135,c,1,0.6787043000222184,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,31,3,7,z,1,0.4530137999972794,None,7,3,31,3,,,,,80.50807089998852,,80.49390219998895,80.50807089998852,81.509696299996,81.509696299996,81.509696299996,81.509696299996,81.509696299996,82.50769060000312,82.50769060000312,82.9756734999828,z,1,0.4530137999972794,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,32,0,8,v,0,0.08579270000336692,None,8,0,32,0,,,,,82.99132969998755,,82.97639679998974,82.99132969998755,83.99150010000449,83.99150010000449,83.99150010000449,83.99150010000449,83.99150010000449,84.97489310000674,84.97489310000674,85.0757706000004,v,0,0.08579270000336692,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
150,v,33,1,8,x,0,0.22872360001201741,None,8,1,33,1,,,,,85.09125880000647,,85.07640610000817,85.09125880000647,86.09181069998886,86.09181069998886,86.09181069998886,86.09181069998886,86.09181069998886,87.0747304999968,87.0747304999968,87.30954349998501,x,0,0.22872360001201741,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
50,c,34,2,8,c,1,0.6097514000139199,None,8,2,34,2,,,,,87.32506440000725,,87.31035519999568,87.32506440000725,88.32456419998198,88.32456419998198,88.32456419998198,88.32456419998198,88.32456419998198,89.3251687999873,89.3251687999873,89.94304969999939,c,1,0.6097514000139199,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-150,z,35,3,8,z,1,0.4763111999782268,None,8,3,35,3,,,,,89.9581072999863,,89.94381029999931,89.9581072999863,90.95838769999682,90.95838769999682,90.95838769999682,90.95838769999682,90.95838769999682,91.95820279998588,91.95820279998588,92.44288630000665,z,1,0.4763111999782268,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
-50,x,36,0,9,x,1,0.48353129997849464,None,9,0,36,0,,,,,92.45794379999279,,92.44369039998855,92.45794379999279,93.45827050000662,93.45827050000662,93.45827050000662,93.45827050000662,93.45827050000662,94.45820540000568,94.45820540000568,94.9586438999977,x,1,0.48353129997849464,None,,,,,02,001,2025-10-04_18h20.15.479,motor sequencing,,2025.1.1,59.850994964053996,2025-10-04 18h20.25.131581 +0530,
